FECHA_CORTE,UBIGEO, CUNAMAS - Cuidado Diurno , CUNAMAS - Acompa?miento de Familias , JUNTOS - Hogares afiliados , JUNTOS - Hogares abonados ,FONCODES - N? usuarios estimados,FONCODES - N? proy. Culminados,FONCODES - N? proy. en ejecucion ,FONCODES - N? Hog. Haku Winay -proyectos en ejecucion,FONCODES - N? Hog. Haku Winay -proyectos culminados, PENSION 65 - Usuarios , QALI WARMA - N? de Ni?s y ni?s atendidos , QALI WARMA - N? de IIEE  , CONTIGO - Usuarios , PAIS - N? de Tambos prestando servicios  , PAIS - N? de Atenciones realizadas a trav? de los Tambos  , PAIS - N? de Beneficiarios atendidos a traves de los Tambos  
20240831,190304,0,428,637,592,,,,,,444,"2,952",128,330,,,
20240831,190305,0,170,337,321,"1,640",,2,400,0,171,"1,288",75,102,,,
20240831,190306,0,666,"1,724","1,645",,,,0,400,736,"9,500",216,427,1,"1,403",354
20240831,190307,199,179,852,814,,,,0,312,830,"4,882",81,156,,,
20240831,190308,0,748,968,906,"1,844",,2,450,0,622,"6,283",119,225,1,1174,131
20240831,200101,100,139,936,752,,,,,,"1,227","19,434",126,258,,,
20240831,200104,287,0,"1,569","1,191",,,,,,"1,618","18,420",113,436,,,
20240831,200105,176,101,"5,588","5,306",450,1,,,,"2,179","12,288",78,279,,,
20240831,200107,436,59,"2,029","1,967",,,,0,400,963,"4,918",39,160,,,
20240831,200108,72,0,732,703,,,,0,400,351,"1,760",20,59,,,
20240831,200109,112,160,"3,828","3,669",,,,,,"1,766","11,290",65,202,,,
20240831,200110,135,0,"3,546","3,363",,,,,,"1,419","9,704",56,229,,,
20240831,200111,0,670,"3,428","3,317",,,,,,"2,058","6,529",92,357,,,
20240831,200114,192,2499,"8,508","8,115",,,,,,"3,565","26,615",278,819,,,
20240831,200115,136,0,"2,024","1,692",,,,,,"2,711","13,427",62,453,,,
20240831,200201,0,"1,384","3,617","3,532",,,,0,"2,000","3,429","6,867",298,640,2,"2,825",685
20240831,200202,0,842,"2,678","2,647","3,362",,4,820,"2,089","1,722","4,994",163,187,1,1107,507
20240831,200203,0,113,302,300,,,,0,310,321,591,26,44,,,
20240831,200204,0,323,766,733,,,,0,400,450,"1,821",61,124,1,1143,671
20240831,200205,0,151,639,627,0,4,,0,1354,802,"1,367",55,104,1,"1,702",182
20240831,200206,0,1048,"2,888","2,781",,,,0,"1,200","1,894","6,665",198,341,1,869,412
20240831,200207,0,301,"1,145","1,113","1,640",,2,400,0,778,"2,586",55,140,,,
20240831,200208,0,641,"1,487","1,454","1,640",,2,400,0,876,"3,274",95,127,1,1923,852
20240831,200209,0,57,147,145,,,,0,318,257,195,13,50,,,
20240831,200210,0,475,"1,465","1,438",,,,,,"1,191","2,670",79,317,,,
20240831,200301,0,935,"3,129","3,090",,,,0,"2,006","2,377","7,456",144,312,,,
20240831,200302,0,202,700,685,,,,,,954,"1,650",73,147,1,404,171
20240831,200303,0,394,"1,652","1,644",,,,0,"1,191","1,208","2,965",97,177,,,
20240831,200304,0,1082,"4,087","3,990",,,,0,"1,171","3,221","9,777",321,262,4,"3,331",957
20240831,200305,0,160,490,487,,,,0,840,566,686,45,77,,,
20240831,200306,0,324,"1,038","1,019",,,,0,400,880,"2,171",77,215,,,
20240831,200307,0,406,866,852,,,,0,786,687,"1,793",56,130,,,
20240831,200308,0,586,"1,547","1,522",,,,0,985,950,"2,642",66,148,,,
20240831,200401,120,635,"6,270","5,968",,,,,,"4,089","19,341",171,893,,,
20240831,200402,0,190,915,891,,,,,,550,"2,121",32,157,,,
20240831,200403,0,291,872,853,,,,0,770,974,"1,888",69,106,,,
20240831,200404,87,172,"1,690","1,641","3,485",,4,850,0,1007,"4,396",60,247,,,
20240831,200405,91,163,"1,468","1,434",,,,,,"1,416","3,494",36,226,,,
20240831,200406,0,201,"1,099","1,078","3,280",,4,800,0,816,"2,540",36,148,,,
20240831,200407,0,130,837,817,,,,0,800,727,"1,879",43,147,,,
20240831,200408,0,126,364,360,"1,640",,2,400,0,495,583,31,87,,,
20240831,200409,0,140,626,621,"1,837",,2,448,0,"1,075","1,154",51,179,,,
20240831,200410,0,274,873,869,,,,0,"1,206","1,066","1,842",90,161,,,
20240831,200501,100,0,"1,575","1,351",,,,,,654,"14,696",77,272,,,
20240831,200502,,,109,109,,,,,,70,632,5,9,,,
20240831,200503,,,36,35,,,,,,72,173,4,8,,,
20240831,200504,0,27,"1,372","1,335",,,,,,684,"4,057",22,110,,,
20240831,200505,148,115,323,323,,,,,,379,"2,349",25,181,,,
20240831,200506,0,7,417,413,,,,,,187,"1,331",9,22,,,
20240831,200507,,,528,514,,,,,,369,"1,533",15,26,,,
20240831,200601,52,311,"2,485","2,125",,,,,,"2,671","24,890",142,714,,,
20240831,200602,84,0,617,509,,,,,,816,"4,222",22,217,,,
20240831,200603,56,0,"1,568","1,531",,,,,,385,"4,094",25,157,,,
20240831,200604,0,421,"1,208","1,195",,,,0,778,"1,433","2,557",125,122,,,
20240831,200605,0,44,695,667,,,,,,610,"4,410",35,260,,,
20240831,200606,91,0,927,903,,,,,,147,"2,343",13,68,,,
20240831,200607,0,50,"1,947","1,890",,,,,,483,"5,824",44,303,,,
20240831,200608,0,10,125,114,,,,,,155,963,8,81,,,
20240831,200701,,,954,731,,,,,,508,"11,134",51,270,,,
20240831,200702,,,140,116,,,,,,116,"1,106",7,50,,,
20240831,200703,,,79,74,,,,,,135,"1,453",14,148,,,
20240831,200704,,,12,11,,,,,,25,205,2,4,,,
20240831,200705,,,139,119,,,,,,107,"1,480",8,104,,,
20240831,200706,,,485,433,,,,,,186,"2,245",10,40,,,
20240831,200801,112,0,1030,858,,,,,,886,"8,111",60,115,,,
20240831,200802,24,0,331,320,,,,,,106,698,7,41,,,
20240831,200803,116,0,565,554,,,,,,193,"1,887",23,82,,,
20240831,200804,0,110,480,467,,,,,,172,"1,070",16,24,,,
20240831,200805,204,0,"1,225","1,150",,,,,,459,"4,584",27,100,,,
20240831,200806,,,110,104,,,,,,129,514,6,27,,,
20240831,210101,599,0,397,369,,,,,,"1,826","14,923",149,95,,,
20240831,210102,16,191,"1,360","1,351",,,,0,400,"3,242","2,316",124,68,2,906,366
20240831,210103,0,65,274,267,"1,558",2,2,380,440,483,618,17,18,,,
20240831,210104,0,139,402,399,,,,0,400,362,936,28,13,,,
20240831,210105,0,188,358,358,,,,0,420,"1,384",943,36,27,,,
20240831,210106,0,90,400,397,,,,,,"1,027",591,33,39,2,1224,826
20240831,210107,0,120,468,472,"1,640",,2,400,0,613,"1,308",33,11,,,
20240831,210108,0,36,246,243,,,,,,347,638,14,15,,,
20240831,210109,0,70,222,215,,,,,,344,"1,071",27,26,1,11,11
20240831,210110,0,154,356,356,,,,0,420,500,536,19,12,,,
20240831,210111,0,194,364,359,,,,0,420,620,815,35,15,2,308,180
20240831,210112,52,105,413,410,,,,0,400,"1,018",528,37,22,,,
20240831,210113,,,77,79,0,2,,0,300,109,87,11,,1,346,231
20240831,210114,,,71,72,,,,,,279,114,15,9,,,
20240831,210115,0,110,131,128,"1,558",,2,380,0,148,541,21,23,,,
20240831,210201,264,186,"2,069","1,997",,,,,,"2,002","6,388",134,247,,,
20240831,210202,0,80,271,266,,,,0,400,358,491,21,12,,,
20240831,210203,0,110,462,452,,,,0,950,972,854,54,75,,,
20240831,210204,72,284,"1,104","1,096",,,,0,400,"1,370","3,030",99,204,1,"2,666",830
20240831,210205,0,160,213,211,,,,0,400,392,641,24,9,,,
20240831,210206,0,138,484,477,,,,0,810,993,"1,020",66,49,,,
20240831,210207,0,100,320,316,,,,,,415,"1,051",22,41,,,
20240831,210208,0,200,576,572,,,,0,448,440,"1,430",33,77,1,618,372
20240831,210209,0,90,348,338,,,,0,360,231,821,39,26,,,
20240831,210210,0,100,755,747,,,,0,800,"1,253","2,062",59,81,1,482,455
20240831,210211,0,180,491,489,,,,,,526,"1,438",48,95,,,
20240831,210212,0,183,392,387,,,,,,381,732,29,75,,,
20240831,210213,0,70,140,139,,,,0,400,320,337,24,40,,,
20240831,210214,0,100,313,307,,,,,,709,452,45,68,,,
20240831,210215,0,90,248,242,,,,0,400,264,582,21,29,1,524,381
20240831,210301,92,128,990,966,"1,640",,4,800,0,625,"4,165",35,63,,,
20240831,210302,24,0,131,129,,,,,,136,445,9,17,,,
20240831,210303,0,200,510,503,,,,0,400,494,"1,466",38,45,,,
20240831,210304,0,178,473,465,"1,640",,2,400,0,489,"1,381",41,43,,,
20240831,210305,0,160,441,433,,,,0,410,255,787,19,14,1,"1,797",680
20240831,210306,40,192,622,619,,,,,,482,"2,062",61,45,1,711,212
20240831,210307,0,170,452,444,,,,0,948,357,"1,004",36,16,2,"1,262",815
20240831,210308,0,190,551,531,"1,640",,2,400,0,313,"1,861",38,20,1,207,144
20240831,210309,0,276,178,177,,,,,,156,"1,437",39,16,,,
20240831,210310,0,110,266,261,,,,0,448,267,651,22,48,,,
20240831,210401,88,198,722,708,,,,0,479,"2,202","3,884",128,106,,,
20240831,210402,48,159,358,354,,,,,,580,"3,243",38,68,,,
20240831,210403,0,94,371,367,"1,706",,2,416,0,557,536,33,52,1,495,395
20240831,210404,0,279,304,287,,,,0,366,521,569,42,41,2,655,450
20240831,210405,0,90,178,170,"1,640",,2,400,0,369,295,22,20,1,437,161
20240831,210406,0,100,498,496,,,,0,"1,200","2,050","2,276",79,101,1,321,305
20240831,210407,48,160,"1,093","1,065","1,775",,2,433,"1,200","2,121","2,686",114,168,2,"1,179",885
20240831,210501,116,288,"1,343","1,273",,,,0,400,"4,215","6,077",216,230,3,"2,395","1,664"
20240831,210502,,,45,45,,,,,,109,64,11,3,1,568,320
20240831,210503,32,70,327,323,,,,,,"1,826",764,56,86,,,
20240831,210504,0,80,202,199,"1,558",,2,380,0,377,548,24,14,1,446,202
20240831,210505,,,171,166,"1,516",,2,370,0,273,186,12,4,1,532,243
20240831,210601,78,0,"1,184","1,161",,,,0,400,"2,343","3,305",126,144,1,785,499
20240831,210602,,,323,319,,,,,,311,475,31,25,1,435,249
20240831,210603,0,90,175,172,,,,,,320,427,16,23,,,
20240831,210604,,,134,129,,,,,,365,368,26,10,,,
20240831,210605,0,100,255,253,0,4,,0,800,663,588,30,60,,,
20240831,210606,0,100,238,244,,,,,,741,482,48,55,1,"1,010",812
20240831,210607,0,180,668,661,"1,640",2,2,400,400,"1,555","2,213",64,71,,,
20240831,210608,0,100,357,354,,,,0,400,"1,482",551,74,64,1,117,108
20240831,210701,100,140,510,507,,,,0,400,890,"2,163",71,86,,,
20240831,210702,0,110,152,147,,,,,,326,478,26,46,,,
20240831,210703,0,80,101,101,,,,,,134,164,11,7,,,
20240831,210704,0,80,227,226,,,,,,261,429,23,44,1,129,71
20240831,210705,0,69,94,95,,,,,,116,248,14,7,3,618,371
20240831,210706,0,63,156,154,,,,,,154,301,13,9,1,455,262
20240831,210707,0,77,133,129,,,,,,157,151,17,16,2,917,471
20240831,210708,0,100,355,343,"1,640",2,2,400,400,656,970,53,72,1,374,354
20240831,210709,64,79,267,261,,,,,,212,"1,774",30,21,1,328,176
20240831,210710,0,16,49,47,,,,,,59,69,5,8,,,
20240831,210801,152,53,779,727,,,,,,"1,171","3,797",71,84,1,348,331
20240831,210802,28,80,160,158,,,,,,230,"1,137",25,53,1,204,188
20240831,210803,0,90,138,143,,,,,,142,200,17,16,1,665,379
20240831,210804,0,99,202,202,,,,,,244,644,17,26,,,
20240831,210805,0,228,488,482,"1,640",,2,400,0,567,"1,417",51,60,1,281,194
20240831,210806,72,135,586,580,,,,0,402,642,"1,741",72,97,3,"2,261",953
20240831,210807,0,239,625,612,"1,640",,2,400,400,871,"1,247",79,47,2,981,742
20240831,210808,0,100,418,417,,,,,,436,"1,138",46,66,2,637,403
20240831,210809,0,90,112,110,,,,,,209,660,25,10,,,
20240831,210901,0,80,662,657,,,,0,800,"2,296","1,560",106,171,,,
20240831,210902,0,58,124,122,,,,0,420,586,380,23,43,,,
20240831,210903,0,74,150,148,"1,640",,2,400,0,367,469,28,86,1,724,454
20240831,210904,0,33,91,93,,,,,,443,328,19,35,,,
20240831,211001,216,100,693,698,,,,,,821,"2,702",41,79,1,374,250
20240831,211002,,,92,88,,,,,,136,"1,090",21,31,,,
20240831,211003,0,66,111,110,,,,0,400,252,259,10,23,1,349,325
20240831,211004,0,90,342,337,"1,640",,2,400,0,428,"1,157",31,14,,,
20240831,211005,,,105,104,,,,,,110,399,14,1,,,
20240831,211101,446,0,"1,848","1,663",,,,,,"1,559","29,315",236,173,,,
20240831,211102,0,67,129,131,,,,,,271,671,29,40,,,
20240831,211103,64,100,102,102,,,,,,196,"1,275",30,33,,,
20240831,211104,0,170,442,427,,,,,,693,"1,229",42,67,1,396,232
20240831,211105,36,90,881,779,,,,,,847,"6,078",65,79,,,
20240831,211201,0,190,658,647,,,,0,428,926,"2,065",63,135,,,
20240831,211202,0,150,308,297,,,,0,900,512,867,33,54,1,"1,231",930
20240831,211203,0,90,122,123,,,,,,217,348,16,10,,,
20240831,211204,0,110,400,394,,,,0,708,406,876,28,55,1,1444,958
20240831,211205,0,110,133,132,,,,,,314,725,25,52,,,
20240831,211206,0,90,160,149,,,,,,132,294,14,12,1,352,226
20240831,211207,0,70,297,291,,,,0,446,346,558,29,55,,,
20240831,211208,0,80,83,81,,,,,,128,476,21,34,,,
20240831,211209,0,110,308,303,,,,0,446,372,"1,120",46,67,,,
20240831,211210,0,120,128,125,,,,,,405,"2,068",69,59,,,
20240831,211301,80,154,592,571,,,,0,400,"2,271","4,450",63,74,,,
20240831,211302,,,61,61,,,,,,112,126,6,2,,,
20240831,211303,0,100,252,249,,,,,,728,878,18,15,,,
20240831,211304,0,65,35,35,,,,,,228,63,4,8,,,
20240831,211305,0,25,68,68,,,,,,481,206,13,3,,,
20240831,211306,0,19,26,26,,,,,,82,54,2,,,,
20240831,211307,0,17,19,19,,,,,,200,58,6,6,,,
20240831,220101,96,1114,"1,575","1,444",300,1,,0,780,"1,963","14,657",206,427,,,
20240831,220102,,,121,120,,,,,,256,864,10,23,,,
20240831,220103,,,115,108,,,,,,178,416,6,32,,,
20240831,220104,0,297,"1,080","1,060",,,,,,780,"4,495",110,176,,,
20240831,220105,216,156,"1,257","1,213",,,,0,460,982,"4,685",86,233,,,
20240831,220106,,,109,107,,,,,,235,847,11,22,,,
20240831,220201,96,0,388,373,,,,,,565,"3,705",35,71,,,
20240831,220202,0,257,"1,210","1,173",,,,0,414,426,"3,760",85,54,,,
20240831,220203,0,432,858,826,"1,640",,2,400,0,529,"3,213",70,44,,,
20240831,220204,,,83,78,,,,,,153,642,11,19,,,
20240831,220205,0,129,731,717,0,2,,0,420,586,"1,856",33,59,,,
20240831,220206,,,124,116,,,,,,236,"1,962",24,24,,,
20240831,220301,104,556,"1,434","1,402",,,,0,400,"1,080","4,060",50,99,,,
20240831,220302,0,8,153,150,,,,,,220,365,10,31,,,
20240831,220303,0,399,"1,334","1,259",,,,0,770,537,"2,710",69,32,,,
20240831,220304,0,304,999,977,,,,0,400,518,"1,075",30,60,,,
20240831,220305,0,137,271,264,,,,,,208,822,17,8,,,
20240831,220401,0,120,744,715,,,,,,731,"3,693",56,135,,,
20240831,220402,,,352,342,,,,0,416,204,"1,106",13,16,,,
20240831,220403,,,158,155,,,,,,180,427,13,26,,,
20240831,220404,0,102,273,265,,,,,,186,823,23,18,,,
20240831,220405,0,86,56,50,,,,,,107,666,15,28,,,
20240831,220406,,,17,15,,,,,,53,135,2,7,,,
20240831,220501,104,142,"1,148","1,129",,,,0,300,"1,472","3,943",46,107,,,
20240831,220502,0,380,"1,618","1,570",,,,0,"1,190",568,"3,632",97,136,,,
20240831,220503,0,180,780,739,,,,0,400,416,"2,203",56,44,,,
20240831,220504,0,289,716,710,,,,0,440,507,"2,970",67,48,,,
20240831,220505,0,147,326,325,,,,0,380,464,800,19,55,,,
20240831,220506,0,247,"1,022",998,,,,0,410,468,"1,901",63,120,,,
20240831,220507,0,178,393,390,,,,,,273,738,12,31,,,
20240831,220508,0,92,212,210,,,,0,100,127,378,12,11,,,
20240831,220509,0,55,244,243,"1,640",,2,400,0,224,285,7,20,,,
20240831,220510,0,294,"1,407","1,367",,,,0,420,"1,124","2,674",43,92,,,
20240831,220511,0,200,724,712,"1,722",,2,420,440,496,"1,840",48,54,,,
20240831,220601,98,0,544,450,,,,,,"1,110","6,978",47,273,,,
20240831,220602,0,145,601,566,"1,640",,2,400,0,585,"3,362",42,86,,,
20240831,220603,0,156,554,532,0,2,,0,420,420,"2,288",31,86,1,"1,134",528
20240831,220604,0,122,221,208,0,2,,0,420,261,"1,401",34,40,,,
20240831,220605,0,143,366,352,,,,0,380,269,"1,238",35,49,1,"1,205",642
20240831,220701,0,13,384,356,,,,,,421,"3,075",19,56,,,
20240831,220702,0,74,413,410,,,,,,231,648,24,17,,,
20240831,220703,0,5,64,56,,,,,,87,356,5,8,,,
20240831,220704,,,65,65,,,,,,107,147,4,21,,,
20240831,220705,,,106,102,,,,,,179,534,12,17,,,
20240831,220706,,,58,55,,,,,,66,233,2,2,,,
20240831,220707,,,103,96,,,,,,175,721,8,16,,,
20240831,220708,0,186,"1,024","1,010","1,640",,2,400,400,477,"2,011",50,45,,,
20240831,220709,0,79,538,517,,,,0,400,365,967,24,30,,,
20240831,220710,0,121,523,512,"1,640",,2,400,0,232,842,21,83,,,
20240831,220801,128,107,498,468,,,,,,857,"4,517",43,127,,,
20240831,220802,0,422,820,769,,,,,,295,"3,518",32,91,,,
20240831,220803,120,170,"1,171","1,097","1,640",,2,400,0,735,"4,198",31,227,,,
20240831,220804,176,275,"1,948","1,821",,,,0,460,"1,545","8,998",90,386,,,
20240831,220805,72,258,"1,131","1,088",,,,,,785,"4,236",65,280,,,
20240831,220806,0,102,111,93,,,,,,60,463,6,15,,,
20240831,220807,,,82,83,,,,,,128,816,14,56,,,
20240831,220808,64,0,77,77,,,,,,200,408,8,22,,,
20240831,220809,,,213,207,,,,,,219,598,9,40,,,
20240831,220901,40,0,725,643,,,,,,"1,276","11,828",47,257,,,
20240831,220902,,,43,45,,,,,,84,133,5,10,,,
20240831,220903,56,0,76,74,,,,,,201,748,4,22,,,
20240831,220904,0,100,"1,028","1,011",,,,0,452,695,"2,533",39,97,,,
20240831,220905,,,282,270,,,,0,400,86,658,6,10,,,
20240831,220906,,,288,278,,,,0,400,161,750,13,8,,,
20240831,220907,0,98,505,499,,,,0,386,169,"1,551",29,16,,,
20240831,220908,,,151,147,,,,,,172,672,6,26,,,
20240831,220909,68,137,790,682,,,,,,"1,035","6,301",45,217,,,
20240831,220910,0,120,509,481,,,,,,915,"3,992",22,214,,,
20240831,220911,0,120,292,287,,,,,,163,738,17,16,,,
20240831,220912,,,128,128,,,,,,141,233,5,15,,,
20240831,220913,0,75,674,654,,,,0,400,345,"1,484",21,71,,,
20240831,220914,,,132,130,,,,,,111,320,7,24,,,
20240831,221001,0,274,598,553,,,,,,"1,254","5,840",92,302,,,
20240831,221002,92,137,317,297,"1,640",,2,400,400,701,"4,023",56,145,,,
20240831,221003,0,140,"1,031",998,,,,0,405,513,"3,860",72,93,2,"7,615","1,965"
20240831,221004,,,266,258,,,,,,92,381,14,31,,,
20240831,221005,48,139,436,391,,,,0,400,842,"4,312",66,170,,,
20240831,221006,,,88,80,,,,,,160,"1,459",19,30,,,
20240831,230101,240,0,429,377,,,,,,361,"15,426",86,189,,,
20240831,230102,264,0,329,288,,,,,,221,"2,919",32,90,,,
20240831,230103,68,7,36,37,,,,,,110,305,7,11,,,
20240831,230104,252,0,499,469,,,,,,349,"3,129",33,110,,,
20240831,230105,0,25,32,30,,,,,,57,378,7,4,,,
20240831,230106,,,7,6,,,,,,53,232,14,4,,,
20240831,230107,8,0,109,103,820,,2,400,400,78,148,16,5,2,"1,068",293
20240831,230108,228,43,146,129,,,,,,160,"1,191",15,39,,,
20240831,230109,0,17,14,13,,,,,,85,361,10,5,,,
20240831,230110,792,0,"1,510","1,370",,,,,,790,"10,273",92,284,,,
20240831,230111,0,101,125,120,,,,,,286,"1,472",30,19,,,
20240831,230201,40,0,184,180,820,,2,400,"1,062",188,231,23,8,1,129,80
20240831,230202,20,0,13,13,,,,,,88,79,8,,,,
20240831,230203,16,0,8,8,,,,,,120,53,6,2,,,
20240831,230204,,,,,,,,,,11,17,3,1,,,
20240831,230205,8,0,28,26,,,,,,71,40,2,1,,,
20240831,230206,18,0,76,74,,,,0,400,84,70,6,1,,,
20240831,230301,0,2,17,17,,,,,,69,397,14,5,,,
20240831,230302,0,13,24,24,,,,,,199,381,22,10,,,
20240831,230303,0,10,18,18,,,,,,46,452,7,1,,,
20240831,230401,80,10,260,258,,,,,,227,357,22,10,1,314,182
20240831,230402,,,14,13,,,,0,441,47,16,5,1,,,
20240831,230403,,,12,12,,,,,,17,18,5,,,,
20240831,230404,,,1,1,,,,,,12,8,2,,,,
20240831,230405,,,12,12,,,,0,601,34,15,3,2,,,
20240831,230406,,,27,27,,,,,,93,36,5,1,,,
20240831,230407,,,7,7,,,,,,50,21,2,,,,
20240831,230408,,,60,60,,,,,,88,72,3,,,,
20240831,240101,456,0,"1,456",1228,,,,,,"1,711","17,234",92,755,,,
20240831,240102,268,13,485,465,,,,,,730,"4,287",36,427,,,
20240831,240103,104,0,213,201,,,,,,291,"1,954",13,188,,,
20240831,240104,96,97,194,191,,,,,,551,"1,287",36,129,,,
20240831,240105,96,27,200,200,,,,,,674,"1,435",32,232,,,
20240831,240106,,,122,119,,,,,,384,726,12,93,,,
20240831,240201,,,251,236,,,,,,270,"2,173",26,143,,,
20240831,240202,,,58,57,,,,,,232,337,29,60,,,
20240831,240203,92,0,200,191,,,,,,159,"1,200",16,40,,,
20240831,240301,90,20,534,484,,,,,,670,"4,600",22,243,,,
20240831,240302,64,10,566,501,,,,,,612,"2,759",18,189,,,
20240831,240303,80,9,188,186,,,,,,204,987,13,51,,,
20240831,240304,70,92,195,187,,,,,,360,"1,355",21,65,,,
20240831,250101,160,601,"2,265","1,899",,,,0,400,"5,202","37,474",230,591,,,
20240831,250102,80,249,331,304,0,2,,0,400,908,"4,259",96,254,,,
20240831,250103,0,824,894,813,,,,0,460,701,"6,341",124,35,2,2521,1204
20240831,250104,96,500,636,591,"1,816",,2,443,400,707,"5,227",152,59,2,457,210
20240831,250105,624,311,"1,919","1,567",,,,0,400,"3,891","20,613",140,560,,,
20240831,250106,0,261,293,268,,,,0,464,354,"1,819",46,105,,,
20240831,250107,519,174,"1,677","1,350",,,,,,"2,960","17,272",95,235,,,
20240831,250201,123,867,"1,385","1,206","1,816",,2,443,"1,260","1,119","15,421",270,184,1,222,135
20240831,250202,80,185,646,530,820,,2,400,0,305,"3,448",62,32,,,
20240831,250203,0,440,946,801,"1,640",,2,400,400,385,"5,275",103,19,1,444,166
20240831,250204,0,83,130,96,"1,681",,2,410,0,72,857,30,,,,
20240831,250301,96,520,454,417,,,,,,638,"6,593",54,149,,,
20240831,250302,80,185,351,324,"1,640",,2,400,0,403,"2,984",51,286,,,
20240831,250303,80,292,330,299,,,,0,500,515,"2,985",61,57,,,
20240831,250304,0,100,219,200,"1,476",,2,360,0,277,"2,881",47,88,,,
20240831,250305,0,150,177,152,,,,,,287,"1,242",16,54,,,
20240831,250306,0,31,32,29,,,,,,134,842,23,31,,,
20240831,250307,,,53,46,,,,,,87,"1,236",27,20,,,
20240831,250401,0,178,308,259,820,,2,400,0,144,"1,546",75,27,,,
